species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40815,36289,36041,29412,34059,33099,35846
Bacillus velezensis,253,206,95,137,183,72,228
Bacillus amyloliquefaciens,60,18,39,41,32,107,395
Bacillus siamensis,6,NA,NA,NA,3,NA,NA
Bacillus subtilis,5775,6500,8479,4778,4678,5499,5494
Bacillus inaquosorum,152,163,142,92,121,98,127
Bacillus vallismortis,136,148,157,71,108,105,115
Bacillus halotolerans,75,75,54,59,40,63,69
Bacillus mojavensis,18,20,16,8,14,21,16
Bacillus stercoris,147,105,137,116,109,131,128
Bacillus atrophaeus,32,29,28,23,21,33,27
Bacillus tequilensis,45,35,56,47,41,32,58
Bacillus licheniformis,40,33,43,37,61,16,70
Bacillus paralicheniformis,2,5,4,NA,8,2,3
Bacillus sp. wens01,27,18,12,15,29,9,47
Bacillus sp. PPSBB_11,44,190,25,61,476,83,42
Bacillus sp. FSL R5-0523,9,3,2,NA,3,11,NA
Bacillus sp. T3,2,NA,1,NA,1,1,NA
Bacillus sp. PS196,20,12,NA,NA,NA,NA,NA
Bacillus sp. FSL K6-1003,5,NA,NA,NA,NA,3,5
Bacillus sp. DX3.1,2,NA,NA,NA,NA,1,NA
Bacillus sp. FSL R5-0560,5,2,2,3,NA,3,2
Bacillus sp. SD-4,8,NA,NA,NA,18,NA,NA
Bacillus sp. FSL R5-0416,9,11,NA,NA,NA,NA,NA
Bacillus sp. JS,4,10,7,6,5,17,21
Bacillus sp. YP1,148,NA,NA,NA,NA,NA,193
Bacillus sp. DHVB1,1,NA,2,NA,NA,NA,NA
Bacillus sp. OxB-1,1,NA,NA,NA,1,NA,1
Bacillus sp. Y1,1,NA,1,NA,NA,NA,NA
Bacillus sp. NEB1478,1,NA,NA,NA,NA,NA,NA
Bacillus sp. FSL M8-0071,11,28,NA,NA,12,14,NA
Bacillus sp. FSL K6-1012,5,6,NA,7,5,NA,NA
Bacillus sp. MD-5,4,9,6,NA,8,NA,4
Bacillus rugosus,61,63,58,34,34,51,48
Bacillus cabrialesii,41,32,33,17,28,35,33
Bacillus thuringiensis,4,19,NA,NA,3,3,NA
Bacillus cereus,8,4,4,572,219,NA,NA
Bacillus albus,5,NA,NA,NA,NA,NA,NA
Bacillus mycoides,1,1,NA,3,NA,NA,2
uncultured Bacillus sp.,6,NA,NA,NA,NA,8,NA
Bacillus pumilus,4,6,4,NA,3,3,6
Bacillus fonticola,3,1,NA,1,2,NA,NA
Bacillus swezeyi,2,1,1,2,1,2,1
Bacillus safensis,3,3,5,NA,NA,NA,3
Priestia megaterium,2,1,2,4,2,2,4
Priestia aryabhattai,1,1,NA,NA,NA,NA,NA
Priestia koreensis,1,NA,NA,NA,NA,NA,1
Heyndrickxia coagulans,2,NA,NA,NA,2,NA,NA
Heyndrickxia vini,1,NA,1,NA,NA,NA,NA
Psychrobacillus sp. FSL H8-0483,1,NA,NA,NA,NA,NA,NA
Psychrobacillus glaciei,1,1,NA,NA,2,1,NA
Metabacillus endolithicus,2,NA,NA,1,NA,NA,NA
Rossellomorea marisflavi,1,NA,NA,NA,NA,NA,NA
Niallia circulans,1,NA,NA,NA,NA,NA,NA
Ornithinibacillus sp. FSL M8-0202,1,NA,NA,NA,1,1,NA
Halalkalibacter krulwichiae,1,NA,NA,NA,NA,NA,1
Mesobacillus jeotgali,1,NA,NA,NA,NA,NA,NA
Ectobacillus sp. JY-23,1,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,27902,20982,27202,26613,39209,41490,41566
Staphylococcus argenteus,18,19,29,29,30,36,21
Staphylococcus schweitzeri,15,13,20,10,22,35,26
Staphylococcus saprophyticus,13,6,15,9,26,27,16
Staphylococcus simiae,9,6,5,6,12,10,12
Staphylococcus epidermidis,9,7,7,4,18,14,11
Staphylococcus pseudintermedius,7,11,7,5,15,22,12
