species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40923,36369,36179,29455,34171,33165,35976
Bacillus velezensis,264,215,95,147,183,71,228
Bacillus amyloliquefaciens,60,18,39,40,32,106,395
Bacillus siamensis,6,NA,NA,NA,3,NA,NA
Bacillus subtilis,5828,6694,8580,4981,4756,5693,5593
Bacillus inaquosorum,158,167,147,101,122,102,131
Bacillus vallismortis,142,156,164,75,108,107,125
Bacillus halotolerans,77,79,60,64,40,65,72
Bacillus mojavensis,18,20,16,8,14,21,16
Bacillus stercoris,150,104,146,118,115,137,132
Bacillus atrophaeus,32,30,31,25,23,34,27
Bacillus tequilensis,45,38,58,46,41,34,58
Bacillus licheniformis,41,32,43,37,61,16,70
Bacillus paralicheniformis,2,5,4,NA,8,2,3
Bacillus sp. wens01,27,27,12,14,29,9,47
Bacillus sp. PPSBB_11,45,188,34,60,476,81,42
Bacillus sp. FSL R5-0523,9,3,2,NA,3,10,NA
Bacillus sp. T3,2,NA,1,NA,1,1,NA
Bacillus sp. PS196,21,12,NA,NA,NA,NA,NA
Bacillus sp. FSL K6-1003,5,NA,NA,NA,NA,3,5
Bacillus sp. DX3.1,2,NA,NA,NA,NA,2,NA
Bacillus sp. FSL R5-0560,5,2,2,3,NA,2,2
Bacillus sp. SD-4,8,NA,NA,NA,18,10,NA
Bacillus sp. FSL R5-0416,9,10,NA,NA,NA,NA,NA
Bacillus sp. JS,5,10,10,5,5,16,21
Bacillus sp. YP1,149,NA,NA,NA,NA,NA,193
Bacillus sp. DHVB1,1,NA,2,NA,NA,NA,NA
Bacillus sp. OxB-1,1,NA,NA,NA,1,NA,1
Bacillus sp. Y1,1,NA,1,NA,NA,NA,NA
Bacillus sp. NEB1478,1,NA,NA,NA,NA,NA,NA
Bacillus sp. FSL M8-0071,11,27,NA,NA,12,14,NA
Bacillus sp. FSL K6-1012,5,6,NA,6,5,NA,NA
Bacillus sp. MD-5,4,9,6,NA,8,NA,4
Bacillus rugosus,62,63,62,39,35,53,52
Bacillus cabrialesii,43,34,34,17,29,36,33
Bacillus thuringiensis,4,19,NA,NA,3,3,NA
Bacillus cereus,8,4,4,563,219,NA,NA
Bacillus albus,5,NA,NA,NA,NA,NA,NA
Bacillus mycoides,1,3,NA,3,NA,NA,2
uncultured Bacillus sp.,6,NA,NA,NA,NA,8,NA
Bacillus pumilus,4,6,4,1,3,5,6
Bacillus fonticola,3,1,NA,1,2,NA,NA
Bacillus swezeyi,2,1,1,2,1,2,1
Bacillus safensis,3,3,5,3,NA,NA,7
Priestia megaterium,2,2,2,4,2,2,5
Priestia aryabhattai,1,1,NA,NA,NA,NA,NA
Priestia koreensis,1,NA,NA,NA,NA,NA,1
Heyndrickxia coagulans,2,NA,NA,NA,2,NA,NA
Heyndrickxia vini,1,NA,2,NA,NA,NA,NA
Psychrobacillus sp. FSL H8-0483,1,NA,NA,NA,NA,NA,NA
Psychrobacillus glaciei,1,1,NA,NA,2,1,NA
Metabacillus endolithicus,2,NA,NA,1,NA,NA,NA
Anoxybacillus gonensis,1,NA,NA,1,NA,1,NA
Rossellomorea marisflavi,1,NA,NA,NA,NA,NA,NA
Niallia circulans,1,NA,NA,NA,NA,NA,NA
Ornithinibacillus sp. FSL M8-0202,1,NA,NA,NA,1,1,NA
Halalkalibacter krulwichiae,1,NA,NA,NA,NA,NA,1
Mesobacillus jeotgali,1,NA,NA,NA,NA,NA,NA
Ectobacillus sp. JY-23,1,NA,NA,NA,NA,NA,NA
