species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cavia porcellus,418,483,800,889,261,58,20,31,8,38,23,40
Cricetulus griseus,230,185,286,193,16,57,20,10,3,14,4,10
Mus musculus,35,123,31,134,11,44,15,10,12,11,10,5
Rattus norvegicus,14,155,49,151,50,45,1,6,37,14,108,5
Oryctolagus cuniculus,18,249,913,309,17,83,34,31,8,30,31,46
Equus caballus,73,338,260,708,72,77,12,26,17,43,57,27
Sus scrofa,36,240,32,287,13,80,16,13,8,17,14,19
Bos taurus,34,236,74,264,19,72,12,15,9,12,18,10
Canis lupus,36,249,97,355,10,139,18,18,5,19,32,3
Felis catus,29,747,95,380,9,47,35,16,7,9,29,16
Gallus gallus,23,46,3,18,9,24,NA,8,5,1,8,1
