species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12151,3320,75955,2999,NA,NA,NA,NA,NA,135,NA,419
Kribbella sp. NBC_00359,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides houyundeii,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. che218,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,49,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,530,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4045,7644,12355,16749,1880,697,972,367,69,798,289,599
Malassezia restricta,387,513,1698,544,NA,NA,NA,NA,NA,NA,NA,70
Citrus sinensis,411,4855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
