species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,4446,1005,39675,963,NA,NA,NA,NA,NA,29,NA,114
Rothia mucilaginosa,120,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,34,33,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,157,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,5,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,1029,1929,2176,4194,262,111,219,101,NA,210,59,129
Malassezia restricta,155,136,551,110,NA,NA,NA,NA,NA,NA,NA,16
Citrus sinensis,8,1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
