species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,13341,3884,78907,3091,NA,NA,NA,NA,NA,201,NA,464
Propionimicrobium sp. PCR01-08-3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00359,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides houyundeii,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00525,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01235,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces pristinaespiralis,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacteroides abscessus,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,201,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capillimicrobium parvum,68,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nostoc sp. MS1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stutzerimonas stutzeri,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromohalobacter canadensis,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,50,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
