species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12525,3591,77813,3079,NA,NA,NA,NA,NA,162,NA,439
Nocardioides houyundeii,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeromicrobium sp. CTD01-1L150,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00359,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. che218,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacteroides abscessus,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01235,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces yatensis,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,51,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,47,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,562,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,191,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,80,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4406,8140,12752,17128,2482,889,999,378,129,829,324,624
Malassezia restricta,405,543,1799,578,NA,NA,NA,NA,NA,NA,NA,71
Akanthomyces muscarius,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,466,5023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,119,180,NA,162,NA,NA,NA,NA,NA,NA,NA,NA
Elaeis guineensis,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
