species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,7153,1758,54064,1717,NA,NA,NA,NA,NA,65,NA,208
Rothia mucilaginosa,327,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,71,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kroppenstedtii,14,41,8241,43,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,291,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,15,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,1878,3689,4904,8404,369,214,415,173,NA,365,92,264
Malassezia restricta,251,254,979,226,NA,NA,NA,NA,NA,NA,NA,22
Citrus sinensis,21,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
