species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,7355,2048,54697,1719,NA,NA,NA,NA,NA,78,NA,227
Rothia mucilaginosa,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,79,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,343,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,14,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,1913,3812,4984,8531,554,290,465,204,NA,424,110,330
Malassezia restricta,227,241,987,248,NA,NA,NA,NA,NA,NA,NA,28
Triticum dicoccoides,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,30,2628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia sinica,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
