species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cavia porcellus,376,398,744,794,224,42,17,19,NA,31,7,33
Cricetulus griseus,158,123,250,177,NA,39,9,5,NA,10,NA,6
Mus musculus,19,82,23,119,NA,16,NA,9,NA,11,NA,6
Rattus norvegicus,9,98,25,128,21,28,NA,NA,7,11,56,NA
Oryctolagus cuniculus,6,180,828,270,6,56,10,30,NA,30,12,39
Equus caballus,56,280,215,618,33,54,8,22,9,36,49,23
Canis lupus,22,194,66,321,NA,109,NA,13,NA,14,20,NA
Felis catus,9,688,70,335,NA,31,19,11,NA,6,8,10
Bos taurus,16,171,60,236,5,46,NA,11,NA,13,6,9
Sus scrofa,11,190,24,263,6,46,7,9,5,13,NA,15
Gallus gallus,7,26,NA,13,5,14,NA,NA,NA,NA,NA,NA
