species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,6449,1431,50256,1549,1,4,1,6,NA,46,NA,180
Cutibacterium granulosum,5,8,27,47,NA,NA,NA,NA,NA,1,NA,NA
Cutibacterium modestum,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,284,11,NA,2,NA,NA,NA,1,NA,NA,NA,2
Microbacterium sp. CGR1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium spongiae,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,62,29,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,29,8,2,4,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium kroppenstedtii,13,20,7528,17,NA,NA,NA,NA,NA,1,NA,NA
Corynebacterium genitalium,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,5,8,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium colombiense,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium gadium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia iterans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilumatobacter coccineus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,33,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metabacillus halosaccharovorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,5,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,242,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes aquatilis,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia terricola,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas sp. 2B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,11,33,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microvirga roseola,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 200,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,1,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium roseum,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paremcibacter congregatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. BRD67,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Luteitalea pratensis,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,1672,3248,4357,7453,320,191,379,162,4,319,74,236
Malassezia restricta,233,225,864,201,NA,1,NA,1,NA,3,NA,21
Cryptococcus depauperatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
Colletotrichum lupini,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Citrus sinensis,15,2370,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Populus trichocarpa,1,30,NA,8,NA,4,NA,NA,NA,1,NA,NA
Corylus avellana,1,137,NA,3,13,23,NA,3,NA,16,NA,3
Dioscorea cayenensis,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonas commoda,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
