species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,9176,3008,63784,2293,NA,NA,NA,NA,NA,115,NA,289
Rothia mucilaginosa,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia rubripertincta,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,2837,5216,7389,11747,854,401,617,258,NA,555,133,406
Malassezia restricta,300,353,1315,346,NA,NA,NA,NA,NA,NA,NA,NA
Solanum dulcamara,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,124,3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cicer arietinum,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
