species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,9173,2787,63784,2285,NA,NA,NA,NA,NA,105,NA,287
Rothia mucilaginosa,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia rubripertincta,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,410,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,34,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,2837,5212,7389,11747,854,400,617,258,NA,555,133,405
Malassezia restricta,300,353,1315,346,NA,NA,NA,NA,NA,NA,NA,37
Solanum dulcamara,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,124,3594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cicer arietinum,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
