species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,7354,1848,54697,1716,NA,9,NA,6,NA,73,NA,226
Cutibacterium granulosum,6,9,33,61,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,241,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,78,46,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,7,43,141,9,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,7,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,341,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,14,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus deserti,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,1913,3805,4984,8530,554,286,465,204,5,423,110,329
Malassezia restricta,227,240,987,248,NA,NA,NA,NA,NA,NA,NA,28
Aspergillus chevalieri,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,62,15,NA,64,NA,NA,NA,NA,NA,NA,NA,NA
Zingiber officinale,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,30,2607,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia sinica,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
