species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,11047,2309,71591,2732,4,13,3,7,NA,79,NA,360
Cutibacterium granulosum,8,12,50,96,NA,NA,NA,NA,NA,2,NA,NA
Cutibacterium modestum,2,3,16,2,NA,NA,NA,NA,NA,NA,NA,NA
Cutibacterium avidum,1,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA
Naumannella halotolerans,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aeromicrobium sp. A1-2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides sp. NBC_00163,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella sp. HUAS MG21,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,608,20,NA,4,NA,1,NA,1,NA,1,NA,6
Pseudarthrobacter oxydans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,31,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas sp. NS3,1,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Microbacterium sp. CGR1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium protaetiae,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium trichothecenolyticum,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. L1-20,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Agromyces silvae,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcella sp.,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium spongiae,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium sp. BDJS002,1,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
Brevibacterium aurantiacum,1,4,NA,1,212,28,NA,NA,NA,NA,NA,3
