species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,7971,6091,8996,6574,5157,4750,5471
Cryptococcus gattii VGI,70,38,46,39,32,29,33
Cryptococcus gattii VGII,35,29,58,17,15,13,16
Saccharomyces cerevisiae,5674,6340,5748,4674,5130,5063,5478
Clavispora lusitaniae,15,NA,NA,NA,NA,NA,NA
Coccidioides posadasii,23,NA,18,NA,15,NA,NA
Coccidioides immitis,23,21,NA,NA,12,18,NA
Neurospora crassa,27,15,NA,NA,NA,NA,11
Cenococcum geophilum,10,NA,NA,NA,NA,NA,NA
Rhizophagus irregularis,29,12,30,23,28,18,26
Phycomyces blakesleeanus,11,NA,NA,NA,NA,NA,NA
Edhazardia aedis,10,NA,11,NA,NA,NA,NA
Toxoplasma gondii,18,NA,NA,NA,13,NA,17
Neospora caninum,17,24,NA,NA,31,NA,NA
Hammondia hammondi,12,NA,NA,NA,NA,NA,NA
Eimeria necatrix,28,NA,39,NA,NA,33,NA
Aphanomyces invadans,19,NA,18,13,19,10,12
Aphanomyces astaci,15,11,NA,15,13,22,17
Phytophthora capsici,12,NA,NA,NA,NA,NA,NA
Acanthamoeba healyi,14,28,NA,20,NA,NA,NA
Acanthamoeba palestinensis,26,NA,NA,NA,NA,NA,NA
Entamoeba invadens,14,NA,NA,NA,NA,15,16
Trichomonas vaginalis,27,NA,17,16,NA,18,NA
Naegleria fowleri,16,16,10,11,16,10,12
