species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,7331,5346,8015,5777,4672,4181,4803
Cryptococcus gattii VGI,55,28,34,21,18,22,16
Cryptococcus gattii VGII,27,23,47,13,11,10,10
Cryptococcus gattii VGIV,2,2,2,1,1,1,3
Cryptococcus gattii VGIII,2,1,4,3,1,1,1
Kwoniella heveanensis,1,NA,1,1,NA,1,NA
Tremella mesenterica,1,1,2,1,1,NA,NA
Saccharomyces cerevisiae,5221,5587,5175,4038,4622,4512,4787
Clavispora lusitaniae,3,2,1,NA,2,3,1
Sporothrix brasiliensis,4,1,1,NA,1,NA,2
Neurospora crassa,3,2,2,3,2,1,5
Fusarium fujikuroi,3,2,NA,1,NA,1,NA
Lomentospora prolificans,3,4,4,3,2,1,NA
Sclerotinia sclerotiorum,3,6,1,2,2,NA,1
Coccidioides immitis,13,7,3,4,4,2,7
Histoplasma capsulatum,1,NA,NA,NA,NA,NA,NA
Schizosaccharomyces octosporus,1,NA,NA,1,NA,NA,NA
Enterocytozoon bieneusi,3,1,1,NA,NA,NA,NA
Phycomyces blakesleeanus,2,1,NA,2,NA,NA,NA
Allomyces macrogynus,1,NA,1,NA,1,NA,NA
Aphanomyces invadans,11,4,6,5,10,3,4
Aphanomyces astaci,9,5,3,3,4,5,8
Saprolegnia diclina,2,NA,1,NA,NA,1,NA
Phytophthora palmivora,2,NA,NA,NA,NA,NA,NA
Phytophthora infestans,1,3,2,5,2,5,1
Globisporangium ultimum,2,NA,NA,NA,NA,NA,NA
Gregarina niphandrodes,3,NA,NA,NA,1,NA,2
Toxoplasma gondii,2,NA,2,NA,NA,NA,NA
Eimeria mitis,1,1,2,2,1,3,2
Acanthamoeba healyi,2,5,NA,NA,2,1,NA
Acanthamoeba culbertsoni,1,NA,NA,NA,NA,NA,NA
Acanthamoeba lenticulata,1,NA,NA,NA,NA,NA,1
Entamoeba invadens,1,1,NA,2,1,1,2
Entamoeba histolytica,1,2,NA,NA,1,NA,1
