species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12135,2665,75953,2995,5,29,NA,7,NA,95,NA,415
Cutibacterium granulosum,8,14,57,116,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00359,60,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella flavida,38,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides houyundeii,58,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,676,26,NA,5,NA,NA,NA,NA,NA,NA,NA,6
Microbacterium sp. che218,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces sp. MMS24-JH15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kytococcus sedentarius,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruania zhangjianzhongii,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,157,106,5,44,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium marquesiae,55,20,6,10,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kroppenstedtii,26,53,12797,47,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium genitalium,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium intracellulare,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium mageritense,27,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia insulae,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,177,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces anthocyanicus,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longispora sp. K20-0274,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,52,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,49,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,91,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,33,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. A2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
