species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,9806,3447,67149,2483,NA,NA,NA,NA,NA,136,NA,329
Rothia mucilaginosa,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia rubripertincta,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3150,5811,8172,12898,1010,499,679,275,NA,612,170,444
Malassezia restricta,318,381,1403,375,NA,NA,NA,NA,NA,NA,NA,47
Solanum dulcamara,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,199,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cicer arietinum,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
