species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12848,3393,77207,3027,NA,NA,NA,NA,NA,162,NA,449
Kribbella sp. NBC_00359,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides houyundeii,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,684,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,181,100,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,31,71,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,63,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,25,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
