species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12513,2810,76317,2981,6,22,3,7,NA,89,NA,426
Cutibacterium granulosum,8,14,56,116,NA,1,NA,NA,NA,2,NA,NA
Cutibacterium equinum,1,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA
Cutibacterium avidum,1,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA
Microlunatus sagamiharensis,3,60,NA,NA,NA,12,NA,NA,NA,4,NA,NA
Nocardioides houyundeii,65,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides aquaticus,2,43,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
Nocardioides sp. InS609-2,1,40,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Nocardioides bizhenqiangii,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides pantholopis,1,24,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Nocardioides cynanchi,1,37,NA,1,NA,1,NA,NA,NA,2,NA,NA
Nocardioidaceae bacterium,11,11,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Aeromicrobium choanae,2,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Aeromicrobium sp. Leaf245,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimelobacter simplex,2,25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00359,64,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00482,2,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kribbella sp. HUAS MG21,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella flavida,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,671,24,NA,5,NA,NA,NA,1,NA,1,NA,6
Arthrobacter sulfonylureivorans,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. QXT-31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Arthrobacter sp. OVS8,1,50,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
Arthrobacter crystallopoietes,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Paeniglutamicibacter sp. Y32M11,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. CGR1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. zg-Y625,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium hydrocarbonoxydans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium arborescens,2,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium phyllosphaerae,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium esteraromaticum,1,5,NA,NA,NA,1,NA,NA,NA,1,NA,2
Microbacterium atlanticum,1,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium imperiale,1,7,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Agromyces sp. H17E-10,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces flavus,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces larvae,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. 458,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcella sp.,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leifsonia xyli,1,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Leucobacter insecticola,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium aurantiacum,4,3,NA,1,92,38,NA,NA,NA,NA,NA,2
Brevibacterium spongiae,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium sp. CBA3109,1,1,NA,NA,243,11,NA,NA,NA,NA,1175,9
Ornithinimicrobium ciconiae,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ornithinimicrobium avium,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinicoccus hydrothermalis,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Occultella kanbiaonis,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ruania zhangjianzhongii,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Allobranchiibius sp. GilTou73,1,6,NA,NA,NA,43,NA,NA,NA,1,NA,NA
Yimella sp. cx-51,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,1,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Xylanimonas cellulosilytica,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pengzhenrongella phosphoraccumulans,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Georgenia yuyongxinii,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,161,68,2,31,NA,NA,NA,1,NA,2,NA,NA
Corynebacterium kefirresidentii,26,46,241,9,NA,NA,NA,NA,NA,3,NA,2
Corynebacterium pseudokroppenstedtii,25,7,4244,12,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium genitalium,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium doosanense,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium kroppenstedtii,3,26,6307,17,NA,1,NA,NA,NA,1,NA,NA
Corynebacterium sp. FDAARGOS 1242,2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium provencense,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium ulcerans,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium matruchotii,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium minutissimum,1,10,NA,4,NA,NA,NA,1,NA,1,NA,NA
Corynebacterium macginleyi,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium confusum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,63,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. ITM-2016-00318,1,34,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycobacterium intracellulare,31,11,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Mycobacterium mantenii,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium avium,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,17,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,16,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium parmense,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium gallinarum,3,14,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycobacterium dioxanotrophicus,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium adipatum,2,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium lacus,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Mycolicibacterium mageritense,15,12,NA,NA,NA,1,NA,NA,NA,1,NA,1
Mycolicibacterium novocastrense,8,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium gadium,6,14,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium sp. TUM20985,2,24,NA,1,NA,1,NA,NA,1,2,NA,NA
Mycolicibacterium sp. MU0050,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Mycolicibacterium farcinogenes,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,2,22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium nivoides,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium rhodesiae,2,45,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium phlei,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium hassiacum,1,20,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium diernhoferi,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium chubuense,1,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium fluoranthenivorans,1,13,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacter terrae,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,56,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nocardia cyriacigeorgica,4,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia salmonicida,4,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia terpenica,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia asteroides,1,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia otitidiscaviarum,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia huaxiensis,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,19,11,NA,NA,NA,2,NA,NA,NA,NA,NA,2
Rhodococcus qingshengii,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. P-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. USK13,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus sp. B7740,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus globerulus,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia insulae,11,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia sp. NB41Y,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia iterans,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tomitella gaofuii,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsukamurella pulmonis,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,177,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. FDAARGOS 1241,1,6,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Actinoalloteichus hoggarensis,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharopolyspora pogona,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kibdelosporangium phytohabitans,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,15,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. CB01881,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00459,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NL15-2K,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00414,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00096,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00886,1,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00829,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. TLI_053,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
