species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12594,3465,76328,2997,NA,NA,NA,NA,NA,161,NA,436
Nocardioides houyundeii,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00359,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,198,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,544,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1487,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,392,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,353,515,1713,497,NA,NA,NA,NA,NA,NA,NA,72
Malassezia globosa,72,200,162,104,NA,NA,NA,NA,219,NA,NA,NA
Homo sapiens,3623,6843,11140,15887,1734,476,754,360,NA,748,NA,552
Citrus cavaleriei,323,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,83,1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
