species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,8372,2792,59185,1941,NA,NA,NA,NA,NA,112,NA,265
Rothia mucilaginosa,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,2180,4417,5712,9674,679,361,558,222,NA,473,136,370
Malassezia restricta,249,286,1132,285,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
