species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,8071,6211,9202,6698,5232,4823,5568
Cryptococcus gattii VGI,75,43,54,45,34,30,40
Cryptococcus gattii VGII,36,32,60,17,15,13,17
Saccharomyces cerevisiae,5771,6480,5895,4804,5246,5188,5598
Clavispora lusitaniae,18,NA,NA,NA,NA,NA,NA
Coccidioides posadasii,32,15,16,NA,17,NA,NA
Coccidioides immitis,24,19,13,NA,13,20,17
Fonsecaea pedrosoi,10,NA,NA,NA,NA,NA,NA
Neurospora crassa,35,19,15,19,NA,15,14
Scedosporium apiospermum,17,NA,NA,NA,NA,NA,NA
Sclerotinia sclerotiorum,10,13,NA,NA,NA,NA,NA
Cenococcum geophilum,18,10,NA,NA,NA,12,10
Rhizophagus irregularis,37,20,41,36,40,26,41
Phycomyces blakesleeanus,15,NA,NA,NA,NA,NA,NA
Edhazardia aedis,11,NA,16,NA,10,12,14
Allomyces macrogynus,10,10,NA,NA,NA,NA,12
Eimeria necatrix,19,NA,38,NA,13,18,NA
Eimeria praecox,23,NA,NA,NA,29,32,36
Eimeria brunetti,18,21,NA,NA,NA,NA,NA
Toxoplasma gondii,29,NA,15,NA,17,17,20
Neospora caninum,15,18,19,NA,19,NA,13
Hammondia hammondi,13,NA,NA,NA,NA,NA,NA
Cryptosporidium baileyi,12,NA,NA,NA,NA,NA,16
Chromera velia,12,NA,NA,11,17,NA,11
Aphanomyces invadans,22,14,22,18,26,14,15
Aphanomyces astaci,16,12,NA,14,11,22,16
Phytophthora palmivora,14,15,NA,13,10,13,16
Phytophthora capsici,14,NA,11,NA,15,NA,14
Acanthamoeba healyi,16,33,18,27,25,20,35
Acanthamoeba palestinensis,36,NA,20,NA,NA,NA,NA
Entamoeba invadens,17,NA,NA,NA,NA,24,17
Trichomonas vaginalis,32,14,23,17,24,25,20
Monocercomonoides exilis,16,NA,15,NA,17,16,16
Naegleria fowleri,22,23,18,17,23,15,14
