species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,12560,3109,76325,2991,NA,55,NA,NA,NA,112,NA,432
Kribbella sp. NBC_00359,64,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella flavida,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides houyundeii,65,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioidaceae bacterium,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,677,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sulfonylureivorans,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,167,87,NA,39,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,28,62,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium pseudokroppenstedtii,27,NA,4244,18,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium mageritense,31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,112,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,51,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,25,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
