species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cutibacterium acnes,13263,3850,78239,3082,NA,NA,NA,NA,NA,190,NA,459
Kribbella sp. NBC_00359,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides houyundeii,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01235,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces pristinaespiralis,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacteroides abscessus,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,200,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nostoc sp. MS1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stutzerimonas stutzeri,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromohalobacter canadensis,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,52,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,561,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,79,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. SUR17,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,90,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,64,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akkermansiaceae bacterium,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1694,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus viridinutans,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,499,58,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,378,560,1810,525,NA,NA,NA,NA,NA,NA,NA,73
Malassezia globosa,80,214,168,108,NA,NA,NA,NA,220,NA,NA,NA
Homo sapiens,3818,7271,11506,16304,2025,623,780,385,NA,789,NA,572
Microcebus murinus,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,48,144,NA,NA,119,87,NA,NA,NA,NA,132,NA
Heterocephalus glaber,73,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elgaria multicarinata,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,71,91,NA,NA,NA,47,NA,NA,NA,NA,NA,NA
Solea solea,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegastes partitus,46,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
Pungitius pungitius,72,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
Amia calva,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrocoelium dendriticum,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,47,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,390,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,96,1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natronococcus sp. CG52,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoplasmatales archaeon,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caudoviricetes sp.,159,78,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
